"@timestamp","process.parent.executable","process.parent.command_line","process.executable","process.command_line","process.pid","file.path","Target.process.executable","Target.process.pid","source.ip","destination.ip","dns.question.name","dll.path","registry.path","event.action"
"Jun 1, 2026 @ 14:21:17.497","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Feature Updates Logon"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Feature Updates Logon.xml""","20,308","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.500","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Feature Updates Logon"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Feature Updates Logon.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","9,928","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.504","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\PROTOCOLS\Filter\text/xml\CLSID",modification
"Jun 1, 2026 @ 14:21:17.511","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msoasb.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:17.516","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msoadfsb.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:17.519","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\AppID\{A2F09029-B553-4824-91EA-DBB749E79B16}\LaunchPermission",modification
"Jun 1, 2026 @ 14:21:17.522","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Performance Monitor""","32,916","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.534","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Performance Monitor""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","7,204","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.570","-","-","C:\Windows\System32\schtasks.exe","-","32,916","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:17.580","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Performance Monitor""","32,916","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.581","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Performance Monitor""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","7,204","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.622","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Performance Monitor.xml","-","-","-","-","-","-","-",modification
"Jun 1, 2026 @ 14:21:17.622","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Performance Monitor"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Performance Monitor.xml""","22,780","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.638","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Performance Monitor"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Performance Monitor.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","28,180","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.677","-","-","C:\Windows\System32\schtasks.exe","-","22,780","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:17.683","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Hash",modification
"Jun 1, 2026 @ 14:21:17.683","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Path",modification
"Jun 1, 2026 @ 14:21:17.683","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Schema",modification
"Jun 1, 2026 @ 14:21:17.684","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Description",modification
"Jun 1, 2026 @ 14:21:17.684","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Actions",modification
"Jun 1, 2026 @ 14:21:17.684","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\URI",modification
"Jun 1, 2026 @ 14:21:17.684","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\Triggers",modification
"Jun 1, 2026 @ 14:21:17.724","-","-","C:\Windows\System32\svchost.exe","-","1,964","C:\Windows\System32\Tasks\Microsoft\Office\Office Performance Monitor","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:17.726","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{502D852E-C9B2-4E41-B4C2-B4FA357991C4}\DynamicInfo",modification
"Jun 1, 2026 @ 14:21:17.730","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Performance Monitor"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Performance Monitor.xml""","22,780","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.734","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Performance Monitor"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Performance Monitor.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","28,180","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.737","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Actions Server""","25,264","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.746","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Actions Server""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","35,008","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.776","-","-","C:\Windows\System32\schtasks.exe","-","25,264","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:17.783","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Actions Server""","25,264","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.784","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Actions Server""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","35,008","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.825","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Actions Server.xml","-","-","-","-","-","-","-",modification
"Jun 1, 2026 @ 14:21:17.827","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Actions Server"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Actions Server.xml""","21,536","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.844","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Actions Server"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Actions Server.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","23,636","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.885","-","-","C:\Windows\System32\schtasks.exe","-","21,536","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:17.893","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Path",modification
"Jun 1, 2026 @ 14:21:17.893","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Hash",modification
"Jun 1, 2026 @ 14:21:17.893","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Schema",modification
"Jun 1, 2026 @ 14:21:17.894","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Description",modification
"Jun 1, 2026 @ 14:21:17.894","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Triggers",modification
"Jun 1, 2026 @ 14:21:17.894","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\URI",modification
"Jun 1, 2026 @ 14:21:17.894","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\Actions",modification
"Jun 1, 2026 @ 14:21:17.934","-","-","C:\Windows\System32\svchost.exe","-","1,964","C:\Windows\System32\Tasks\Microsoft\Office\Office Actions Server","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:17.935","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{A1BE5A0E-4114-48D5-80ED-B1F1419E18A7}\DynamicInfo",modification
"Jun 1, 2026 @ 14:21:17.938","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Actions Server"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Actions Server.xml""","21,536","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.939","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Actions Server"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Actions Server.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","23,636","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.943","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Startup Maintenance""","7,800","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.949","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Startup Maintenance""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","12,656","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:17.980","-","-","C:\Windows\System32\schtasks.exe","-","7,800","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:17.987","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Startup Maintenance""","7,800","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:17.988","C:\Windows\System32\schtasks.exe","schtasks.exe /Delete /F /tn ""Microsoft\Office\Office Startup Maintenance""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","12,656","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:18.018","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:18.031","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Startup Maintenance.xml","-","-","-","-","-","-","-",modification
"Jun 1, 2026 @ 14:21:18.032","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Startup Maintenance"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Startup Maintenance.xml""","22,372","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:18.038","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Startup Maintenance"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Startup Maintenance.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","20,420","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:18.067","-","-","C:\Windows\System32\schtasks.exe","-","22,372","-","-","-","-","-","-","C:\Windows\System32\taskschd.dll","-",load
"Jun 1, 2026 @ 14:21:18.072","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Path",modification
"Jun 1, 2026 @ 14:21:18.072","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Hash",modification
"Jun 1, 2026 @ 14:21:18.072","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Schema",modification
"Jun 1, 2026 @ 14:21:18.072","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Description",modification
"Jun 1, 2026 @ 14:21:18.073","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\URI",modification
"Jun 1, 2026 @ 14:21:18.073","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Triggers",modification
"Jun 1, 2026 @ 14:21:18.073","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\Actions",modification
"Jun 1, 2026 @ 14:21:18.112","-","-","C:\Windows\System32\svchost.exe","-","1,964","C:\Windows\System32\Tasks\Microsoft\Office\Office Startup Maintenance","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:18.113","-","-","C:\Windows\System32\svchost.exe","-","1,964","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{BF4C553A-3F75-4F07-A702-14091B317CC9}\DynamicInfo",modification
"Jun 1, 2026 @ 14:21:18.116","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Startup Maintenance"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Startup Maintenance.xml""","22,372","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:18.118","C:\Windows\System32\schtasks.exe","schtasks.exe /Create /tn ""Microsoft\Office\Office Startup Maintenance"" /XML ""C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\Microsoft_Office_Office Startup Maintenance.xml""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","20,420","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:18.127","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\MS.MSPUB.16.1033.hxn","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.128","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\nslist.hxl","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.129","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","11,184","-","-","-","173.10.254.170","52.123.128.14","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:18.136","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\mspub.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:18.145","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:18.146","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:18.150","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:18.151","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:18.154","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\MS.POWERPNT.16.1033.hxn","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.156","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\nslist.hxl","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.168","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\orgchart.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:18.169","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powerpnt.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:18.171","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msosrec.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:18.228","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\MS.OUTLOOK.16.1033.hxn","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.229","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\nslist.hxl","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:18.234","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SYSTEM\ControlSet001\Services\EventLog\Application\Outlook\TypesSupported",modification
"Jun 1, 2026 @ 14:21:18.247","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\outlook.exe\MitigationOptions",modification
