Depth,PID,Process,Process Name,Parent,Parent Name,Event Count,Alert Severity,Alert Score,Detection Types,Suspicious
0,2688,C:\Windows\System32\SecurityHealthService.exe,securityhealthservice.exe,,,8,,0,,
0,18136,C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrjxfjjc\app\claude.exe,claude.exe,,,1,,0,,
0,15532,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe,msedgewebview2.exe,,,5,,0,,
1,33896,C:\Windows\System32\wscript.exe,wscript.exe,C:\Windows\System32\svchost.exe,svchost.exe,22,CRITICAL,100,LOLBin Abuse | Sigma Match | Suspicious Parent-Child | Svchost Script Spawn,YES
1,12192,C:\Windows\System32\msiexec.exe,msiexec.exe,C:\Windows\System32\msiexec.exe,msiexec.exe,5,CRITICAL,100,LOLBin Abuse,YES
1,25464,C:\Windows\System32\msiexec.exe,msiexec.exe,C:\Windows\System32\msiexec.exe,msiexec.exe,5,CRITICAL,100,LOLBin Abuse,YES
1,27032,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,10052,C:\Program Files\Microsoft Office\root\Integration\Integrator.exe,integrator.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,13,CRITICAL,100,Persistence,YES
1,11596,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,28276,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,27516,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,16272,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,20616,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,36860,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,26680,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,10908,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,17008,C:\Program Files\Microsoft Office\root\Integration\Integrator.exe,integrator.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,223,CRITICAL,100,Persistence,YES
1,10064,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,28296,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,21416,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,12400,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,37280,C:\Windows\System32\schtasks.exe,schtasks.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,officeclicktorun.exe,3,CRITICAL,100,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,YES
1,25556,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,excel.exe,C:\Windows\explorer.exe,explorer.exe,316,CRITICAL,100,External Communication | Network Outlier,YES
1,9916,C:\Users\DELL\office_portable_x3.exe,office_portable_x3.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,60,CRITICAL,100,EDR Rule Detection | Malware Staging | Sigma Match,YES
1,26752,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,microsoft-365-16-0-19725-20152.exe,C:\Windows\explorer.exe,explorer.exe,1,CRITICAL,80,Malware Staging | Rare Parent-Child | Sigma Match,YES
1,37284,C:\Windows\SysWOW64\msiexec.exe,msiexec.exe,C:\Windows\System32\msiexec.exe,msiexec.exe,3,MEDIUM,50,LOLBin Abuse | PowerShell Payload,YES
1,22992,C:\Windows\SysWOW64\msiexec.exe,msiexec.exe,C:\Windows\System32\msiexec.exe,msiexec.exe,3,MEDIUM,50,LOLBin Abuse | PowerShell Payload,YES
1,17392,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe,lockapp.exe,C:\Windows\System32\svchost.exe,svchost.exe,1,LOW,30,Rare Parent-Child | Rare Process,YES
1,3260,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe,lockapp.exe,C:\Windows\System32\svchost.exe,svchost.exe,1,LOW,30,Rare Parent-Child | Rare Process,YES
1,14832,C:\Windows\System32\SearchProtocolHost.exe,searchprotocolhost.exe,C:\Windows\System32\SearchIndexer.exe,searchindexer.exe,1,LOW,30,Rare Parent-Child | Rare Process,YES
1,21916,C:\Windows\System32\SearchProtocolHost.exe,searchprotocolhost.exe,C:\Windows\System32\SearchIndexer.exe,searchindexer.exe,1,LOW,30,Rare Parent-Child | Rare Process,YES
1,11672,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.11321.0_x64__8wekyb3d8bbwe\OpenConsole.exe,openconsole.exe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.11321.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,windowsterminal.exe,1,FP-SUPPRESSED,30,Rare Parent-Child | Rare Process,YES
1,35120,C:\Windows\System32\dllhost.exe,dllhost.exe,C:\Windows\System32\svchost.exe,svchost.exe,3,INFO,15,Rare Parent-Child,YES
1,11132,C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x64__8wekyb3d8bbwe\ms-teamsupdate.exe,ms-teamsupdate.exe,C:\Windows\System32\svchost.exe,svchost.exe,19,FP-SUPPRESSED,15,Rare Parent-Child,YES
