Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
202,"Jun 1, 2026 @ 14:23:04.766",AH-3680EE0C,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
203,"Jun 1, 2026 @ 14:23:04.768",AH-9848B06E,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
204,"Jun 1, 2026 @ 14:23:04.770",AH-38236DC0,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
205,"Jun 1, 2026 @ 14:23:04.772",AH-08541F53,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
206,"Jun 1, 2026 @ 14:23:04.788",AH-5A9240B8,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
207,"Jun 1, 2026 @ 14:23:04.795",AH-3C766FA7,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
208,"Jun 1, 2026 @ 14:23:04.796",AH-31816856,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
209,"Jun 1, 2026 @ 14:23:04.799",AH-7407191D,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
210,"Jun 1, 2026 @ 14:23:04.800",AH-13C292B0,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
211,"Jun 1, 2026 @ 14:23:04.802",AH-AF108442,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
212,"Jun 1, 2026 @ 14:23:04.821",AH-CAD636D9,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
213,"Jun 1, 2026 @ 14:23:04.823",AH-97B12762,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
214,"Jun 1, 2026 @ 14:23:04.824",AH-67B81684,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
215,"Jun 1, 2026 @ 14:23:04.836",AH-7CBB2BAD,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
216,"Jun 1, 2026 @ 14:23:04.837",AH-62A3FFBE,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
217,"Jun 1, 2026 @ 14:23:04.838",AH-EE9AA75B,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
218,"Jun 1, 2026 @ 14:23:04.839",AH-566E0CF2,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
219,"Jun 1, 2026 @ 14:23:04.840",AH-69E8DF1E,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
220,"Jun 1, 2026 @ 14:23:04.841",AH-E87EB71B,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
221,"Jun 1, 2026 @ 14:23:04.844",AH-468E056F,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
222,"Jun 1, 2026 @ 14:23:04.846",AH-3F8DE490,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
223,"Jun 1, 2026 @ 14:23:04.847",AH-61DE0D3F,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
224,"Jun 1, 2026 @ 14:23:04.848",AH-C9FA6D83,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
225,"Jun 1, 2026 @ 14:23:04.849",AH-A10EB4ED,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
226,"Jun 1, 2026 @ 14:23:04.850",AH-966AE6E1,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
227,"Jun 1, 2026 @ 14:23:04.853",AH-DB909745,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
228,"Jun 1, 2026 @ 14:23:04.854",AH-971A881F,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
229,"Jun 1, 2026 @ 14:23:04.855",AH-E91DD816,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
230,"Jun 1, 2026 @ 14:23:04.856",AH-688556DD,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
231,"Jun 1, 2026 @ 14:23:04.857",AH-2B9908F6,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
232,"Jun 1, 2026 @ 14:23:04.858",AH-BE497586,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
233,"Jun 1, 2026 @ 14:23:04.862",AH-894F0127,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
234,"Jun 1, 2026 @ 14:23:04.934",AH-8083FF1B,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
235,"Jun 1, 2026 @ 14:23:04.979",AH-9370E0F6,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
236,"Jun 1, 2026 @ 14:23:04.980",AH-F8362D32,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
237,"Jun 1, 2026 @ 14:23:04.982",AH-F4930AAD,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
238,"Jun 1, 2026 @ 14:23:04.990",AH-753EFB75,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
239,"Jun 1, 2026 @ 14:23:04.992",AH-792E6267,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
240,"Jun 1, 2026 @ 14:23:05.048",AH-F379EBAD,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
241,"Jun 1, 2026 @ 14:23:05.049",AH-D19A1345,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
242,"Jun 1, 2026 @ 14:23:05.059",AH-B79803E7,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
243,"Jun 1, 2026 @ 14:23:05.060",AH-DE25458E,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,C:\Users\DELL\office_portable_x3.exe,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
244,"Jun 1, 2026 @ 14:23:05.070",AH-DB2DFE4D,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,C:\Users\DELL\office_portable_x3.exe,EDR Rule Detection | Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,Security rule fired on: office_portable_x3.exe | C:\Users\DELL\office_portable_x3.exe ; Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
245,"Jun 1, 2026 @ 14:23:05.323",AH-2488E5A2,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
246,"Jun 1, 2026 @ 14:23:05.398",AH-FD13C882,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
247,"Jun 1, 2026 @ 14:23:05.430",AH-33C6281D,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
248,"Jun 1, 2026 @ 14:23:05.455",AH-42637676,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
249,"Jun 1, 2026 @ 14:23:05.520",AH-6D5755D6,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
250,"Jun 1, 2026 @ 14:23:05.547",AH-BA96CB55,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
251,"Jun 1, 2026 @ 14:23:05.603",AH-42F0C708,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
252,"Jun 1, 2026 @ 14:23:05.632",AH-8DD45453,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
253,"Jun 1, 2026 @ 14:23:05.659",AH-5B0AD7E5,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
254,"Jun 1, 2026 @ 14:23:05.692",AH-508CBE48,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
255,"Jun 1, 2026 @ 14:23:05.727",AH-DF98FB51,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
256,"Jun 1, 2026 @ 14:23:05.885",AH-B86526C3,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
257,"Jun 1, 2026 @ 14:23:05.906",AH-8A0C21C1,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
258,"Jun 1, 2026 @ 14:23:17.642",AH-6DC90984,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
259,"Jun 1, 2026 @ 14:23:19.383",AH-6A88A6C1,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
260,"Jun 1, 2026 @ 14:23:19.389",AH-2654B171,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
261,"Jun 1, 2026 @ 14:23:19.636",AH-2475A48C,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
262,"Jun 1, 2026 @ 14:23:20.095",AH-6478D627,TA0001,Initial Access,0,C:\Windows\System32\curl.exe,C:\Users\DELL\office_portable_x3.exe,EDR Rule Detection | LOLBin Abuse | Recon / IP Discovery,100,CRITICAL,T1016,System Network Config Discovery,,,Security rule fired on: curl.exe | curl -s --max-time 10 https://ipinfo.io/country ; Living-off-the-land binary: curl.exe ; Recon DNS query: ipinfo.io
263,"Jun 1, 2026 @ 14:23:20.794",AH-B5EF69CC,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
